id,Date,number of bedrooms,number of bathrooms,living area,lot area,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,Total Rooms,House Age,Living Area Ratio,number of floors_1.5,number of floors_2.0,number of floors_2.5,number of floors_3.0,number of floors_3.5
6762826775,3,4,2.75,2310,5000,0,0,3,7,2310,0,2006,0,122024,52.5914,-114.225,1980,5000,3,68,12.644169499451689,6.75,19,0.462,False,True,False,False,False
6762826776,3,3,2.5,1880,7838,0,0,3,7,1880,0,1994,0,122042,52.6739,-114.38,1810,7915,3,52,12.644169499451689,5.5,31,0.23985710640469507,False,True,False,False,False
6762827057,3,3,2.0,1050,10072,0,0,3,7,1050,0,1986,0,122055,52.9641,-114.166,1130,10087,3,56,12.611541086966115,5.0,39,0.10424940428911834,False,False,False,False,False
6762827694,3,3,1.0,1450,6000,0,0,4,7,1450,0,1953,0,122051,52.7538,-114.477,1170,6464,2,61,12.567240979056246,4.0,72,0.24166666666666667,False,False,False,False,False
6762829320,3,3,2.0,1550,15040,0,0,4,6,1550,0,1958,0,122015,52.7173,-114.289,1510,41416,3,65,12.429020177633873,5.0,67,0.10305851063829788,False,False,False,False,False
6762829453,3,3,1.75,1920,9306,0,0,3,7,1000,920,1984,0,122039,52.5619,-114.457,1860,8458,3,54,12.409017571151187,4.75,41,0.2063185041908446,False,False,False,False,False
6762829917,3,2,1.0,1200,8063,0,0,4,6,1200,0,1958,0,122043,52.6504,-114.514,1200,7500,2,56,12.354496960983985,3.0,67,0.1488279796601761,False,False,False,False,False
6762830263,3,4,1.5,1240,9600,0,0,3,7,1240,0,1971,0,122018,52.5506,-114.587,1240,9592,1,52,12.301387370778713,5.5,54,0.12916666666666668,False,False,False,False,False
6762830332,3,4,1.5,1120,5427,0,0,3,6,1120,0,1969,2014,122035,52.5928,-114.277,1150,5304,3,77,12.300932724054114,5.5,56,0.20637552975861434,False,False,False,False,False
6762830530,3,3,1.0,1340,306848,0,0,3,5,1340,0,1953,0,122055,52.9834,-114.102,1800,128066,1,58,12.25486757159303,4.0,72,0.00436698300135572,False,False,False,False,False
6762830531,3,5,2.0,2050,10200,0,0,3,6,1430,620,1956,0,122043,52.6436,-114.523,1940,8625,1,73,12.25486757159303,7.0,69,0.20098039215686275,False,False,False,False,False
6762830664,3,2,1.0,810,7158,0,0,5,6,810,0,1944,0,122056,52.7182,-114.515,1090,7158,2,75,12.235636302128867,3.0,81,0.11316010058675607,False,False,False,False,False
6762831089,3,3,1.75,1490,10125,0,0,4,7,1490,0,1962,0,122039,52.5375,-114.474,2488,4981,1,55,12.122696471358964,4.75,63,0.14716049382716048,False,False,False,False,False
6762810285,4,5,4.0,4510,15175,0,0,3,10,4510,0,1969,2002,122057,52.7609,-114.418,3510,13500,1,65,14.441449523589984,9.0,56,0.2971993410214168,False,True,False,False,False
6762810310,4,5,5.0,4490,10279,0,0,3,10,3930,560,2013,0,122048,52.8274,-114.392,2490,10279,1,68,14.403297778421795,10.0,12,0.4368129195447028,False,True,False,False,False
6762810471,4,4,3.25,3760,10920,0,0,5,9,2400,1360,1950,0,122004,52.8987,-114.454,3430,11050,3,62,14.272936037914342,7.25,75,0.3443223443223443,True,False,False,False,False
6762810939,4,4,2.25,3490,6906,0,0,4,10,2280,1210,1928,0,122032,52.8724,-114.597,2540,6223,1,61,14.0225255403564,6.25,97,0.5053576600057921,False,True,False,False,False
6762811141,4,4,2.75,3370,8103,0,3,3,9,1970,1400,1970,2014,122016,52.7532,-114.573,2120,6360,2,60,13.946539697563276,6.75,55,0.4158953474021967,False,False,False,False,False
6762811335,4,3,2.5,2200,1970,0,0,3,9,1610,590,2008,0,122013,52.8726,-114.517,1890,3505,3,65,13.864301674514206,5.5,17,1.116751269035533,False,True,False,False,False
6762811613,4,3,2.5,2690,4047,0,0,3,10,2690,0,2014,0,122007,52.9097,-114.575,2040,5000,1,65,13.794287942962585,5.5,11,0.6646898937484557,False,False,False,True,False
6762811999,4,3,3.5,3020,4082,0,0,3,9,2080,940,1954,2004,122032,52.881,-114.599,2060,5102,1,60,13.721200977393528,6.5,71,0.7398334149926507,False,True,False,False,False
6762812370,4,4,2.0,3740,32417,0,0,3,9,3740,0,2000,0,122045,52.9028,-114.202,3180,32417,2,73,13.664688831019712,6.0,25,0.1153715643026807,False,True,False,False,False
6762813278,4,4,2.5,3040,6425,0,0,3,8,3040,0,2008,0,122005,52.9088,-114.307,3040,7800,2,57,13.561909087824318,6.5,17,0.47315175097276263,False,True,False,False,False
6762813464,4,4,2.5,3880,14550,0,0,3,10,3880,0,1987,0,122019,52.8678,-114.23,3240,14045,3,55,13.544096769794999,6.5,38,0.26666666666666666,False,True,False,False,False
6762813840,4,4,2.5,2290,12047,0,0,4,9,2290,0,1988,0,122027,52.7899,-114.295,3130,15666,1,50,13.508986756405742,6.5,37,0.19008881879306053,False,True,False,False,False
6762813978,4,4,2.5,3200,12369,0,0,3,10,3200,0,1998,0,122015,52.7573,-114.333,3770,12960,2,61,13.49410209090971,6.5,27,0.2587112943649446,False,True,False,False,False
6762814626,4,4,2.5,3030,7864,0,0,3,9,3030,0,1999,0,122019,52.8375,-114.207,2790,7034,3,74,13.437175577097312,6.5,26,0.3853001017293998,False,True,False,False,False
6762814788,4,2,1.0,930,36478,0,2,3,6,930,0,1951,0,122027,52.7999,-114.354,2800,11141,3,79,13.42246945133505,3.0,74,0.02549481879489007,False,False,False,False,False
6762815143,4,4,3.5,3380,8330,0,0,3,8,3380,0,2000,0,122050,53.0041,-114.569,2220,8330,2,76,13.39315510773774,7.5,25,0.4057623049219688,False,True,False,False,False
6762815227,4,3,1.5,1630,7475,0,1,3,7,1160,470,1940,0,122006,52.9025,-114.462,2320,7475,1,65,13.384729180332174,4.5,85,0.2180602006688963,False,False,False,False,False
6762815228,4,5,3.5,3480,36615,0,0,4,8,2490,990,1983,0,122020,52.8041,-114.24,2540,35910,3,66,13.384729180332174,8.5,42,0.09504301515772225,False,True,False,False,False
6762816060,4,4,2.0,2060,5000,0,0,3,7,1030,1030,1949,2013,122007,52.9292,-114.569,1280,5000,1,66,13.325305854052747,6.0,76,0.412,False,False,False,False,False
6762816083,4,4,3.0,2450,10117,0,0,5,8,1580,870,1967,0,122027,52.7994,-114.322,2530,10125,2,78,13.321215875492413,7.0,58,0.2421666501927449,False,False,False,False,False
6762816134,4,4,2.5,2150,37981,0,0,3,9,2150,0,1985,0,122005,52.9527,-114.288,2450,37981,2,69,13.31957518872681,6.5,40,0.05660725099391801,False,True,False,False,False
6762816173,4,4,2.5,2110,13850,0,0,3,9,2110,0,1987,0,122012,52.7797,-114.267,2520,10194,2,50,13.314636915215106,6.5,38,0.1523465703971119,False,True,False,False,False
6762816405,4,4,2.25,2260,29930,0,0,4,8,1400,860,1977,0,122027,52.7989,-114.316,2770,29930,3,58,13.303018546545275,6.25,48,0.07550952221850986,False,True,False,False,False
6762816780,4,4,3.25,3569,8327,0,0,3,10,3569,0,2013,0,122042,52.6895,-114.398,2550,5251,1,69,13.270785106659046,7.25,12,0.4286057403626756,False,True,False,False,False
6762816917,4,3,1.75,2130,6500,0,2,3,8,1170,960,1954,0,122032,52.8724,-114.576,2020,5000,3,58,13.26212705890841,4.75,71,0.32769230769230767,False,False,False,False,False
6762817272,4,4,3.0,3100,15480,0,0,3,8,2400,700,1996,0,122058,52.9766,-114.431,2000,42500,2,67,13.241036683319184,7.0,29,0.20025839793281655,False,True,False,False,False
6762817288,4,5,2.25,3040,8111,0,0,3,8,3040,0,1984,0,122005,52.9457,-114.293,2020,8304,3,72,13.239258908233676,7.25,41,0.37479965478979166,False,True,False,False,False
6762817305,4,3,2.0,2000,5500,0,0,3,7,2000,0,1916,1986,122016,52.7752,-114.583,1840,7000,2,62,13.237477967034438,5.0,109,0.36363636363636365,False,True,False,False,False
6762818108,4,3,2.5,1850,10109,0,0,3,8,1850,0,1991,0,122033,52.9463,-114.419,1780,9660,3,56,13.190023895035274,5.5,34,0.18300524285290334,False,True,False,False,False
6762818202,4,5,2.75,1800,3780,0,0,3,7,1400,400,1926,0,122028,52.9131,-114.533,1400,3780,1,79,13.186278579318829,7.75,99,0.47619047619047616,True,False,False,False,False
6762818237,4,5,2.5,2910,5133,0,0,4,7,1690,1220,1964,0,122029,52.8103,-114.309,2830,10385,3,54,13.180634172318978,7.5,61,0.5669199298655757,False,False,False,False,False
6762818403,4,3,2.5,2970,11985,0,0,3,9,1770,1200,1995,0,122019,52.8659,-114.242,2990,12049,3,70,13.171155446333852,5.5,30,0.24780976220275344,False,False,False,False,False
6762818591,4,3,2.5,2460,54885,0,0,4,8,2460,0,1980,0,122015,52.7296,-114.336,2770,21407,1,77,13.161586013632684,5.5,45,0.04482098934135009,False,True,False,False,False
6762818667,4,3,1.5,1430,8000,0,0,4,7,1430,0,1956,0,122030,52.8174,-114.326,1450,8000,2,78,13.157732451741687,4.5,69,0.17875,False,False,False,False,False
6762818718,4,3,2.5,1790,7167,0,0,3,8,1790,0,1989,0,122019,52.8476,-114.235,1680,7418,3,71,13.151924121391561,5.5,36,0.24975582531045068,False,True,False,False,False
6762818810,4,4,2.5,2000,5684,0,0,3,8,2000,0,1996,0,122058,52.9743,-114.41,2210,7066,3,72,13.148033073468746,6.5,29,0.3518648838845883,False,True,False,False,False
6762819071,4,3,2.5,1480,1171,0,0,3,8,1480,0,2006,0,122047,52.85,-114.49,1480,1231,1,56,13.122365377402328,5.5,19,1.2638770281810419,False,False,False,True,False
6762819263,4,2,1.75,1170,2400,0,0,4,7,740,430,1903,0,122028,52.8953,-114.523,1570,3919,1,54,13.120363378739663,3.75,122,0.4875,False,False,False,False,False
6762819584,4,5,2.0,2020,5000,0,0,4,7,2020,0,1938,0,122007,52.9249,-114.56,1510,6600,1,57,13.098072734013513,7.0,87,0.404,True,False,False,False,False
6762819621,4,3,2.0,1420,4080,0,0,3,7,1420,0,1905,2013,122028,52.9172,-114.539,1420,4590,2,55,13.091906231773164,5.0,120,0.3480392156862745,True,False,False,False,False
6762819707,4,2,1.75,1660,6000,0,0,3,7,1160,500,1942,0,122004,52.8924,-114.481,1660,4000,2,76,13.089842251812337,3.75,83,0.27666666666666667,False,False,False,False,False
6762819714,4,4,2.5,2740,45732,0,0,3,8,2740,0,1995,0,122037,52.97,-114.238,2080,43560,2,70,13.088808662125674,6.5,30,0.05991428321525409,False,True,False,False,False
6762819923,4,6,3.0,3470,117612,0,0,3,7,3470,0,1924,0,122058,52.9963,-114.424,2120,17100,3,65,13.07107218827772,9.0,101,0.029503792130054756,True,False,False,False,False
6762820190,4,2,1.0,1030,4400,0,0,3,7,1030,0,1924,0,122007,52.911,-114.551,1400,4200,2,61,13.058360179622305,3.0,101,0.2340909090909091,False,False,False,False,False
6762820263,4,3,2.25,1970,11088,0,0,4,8,1180,790,1967,0,122014,52.9951,-114.467,1970,10470,3,56,13.049794835104816,5.25,58,0.17766955266955267,False,False,False,False,False
6762820431,4,2,2.25,1230,929,0,0,3,8,1020,210,2004,0,122044,52.8491,-114.491,1270,1370,2,73,13.038983942375959,4.25,21,1.3240043057050592,False,True,False,False,False
6762820605,4,5,2.5,2240,7770,0,0,3,7,1340,900,1978,0,122033,52.9498,-114.361,1820,7770,2,52,13.02805489573287,7.5,47,0.2882882882882883,False,False,False,False,False
6762820766,4,2,2.0,1100,3000,0,0,3,7,1100,0,1912,2005,122007,52.9097,-114.552,1390,4000,3,70,13.017005083966255,4.0,113,0.36666666666666664,True,False,False,False,False
6762821835,4,4,2.0,1520,7983,0,0,5,7,1520,0,1967,0,122033,52.9657,-114.383,1520,7783,1,60,12.959846800844963,6.0,58,0.1904046097958161,False,False,False,False,False
6762822588,4,4,2.25,2810,23400,0,1,3,7,1710,1100,1958,0,122043,52.625,-114.501,1860,14900,1,71,12.91657092142417,6.25,67,0.12008547008547009,False,False,False,False,False
6762822705,4,4,1.75,1840,10720,0,0,3,7,960,880,1958,0,122029,52.8374,-114.315,1840,9044,1,64,12.90917263218775,5.75,67,0.17164179104477612,False,False,False,False,False
6762823058,4,4,2.0,1440,7680,0,0,3,7,1200,240,1971,0,122033,52.9545,-114.39,1460,9660,3,66,12.891694078557842,6.0,54,0.1875,False,False,False,False,False
6762823244,4,3,1.75,1260,6500,0,0,4,7,1260,0,1966,0,122029,52.8524,-114.306,1500,7700,3,51,12.873904582205107,4.75,59,0.19384615384615383,False,False,False,False,False
6762823245,4,5,3.75,2890,5000,0,0,3,7,1310,1580,2006,0,122059,52.8001,-114.486,1930,5117,1,72,12.873904582205107,8.75,19,0.578,False,False,False,False,False
6762823419,4,3,1.0,1230,9568,0,0,5,7,1230,0,1962,0,122053,52.769,-114.369,1270,9575,2,56,12.866182555987908,4.0,63,0.12855351170568563,False,False,False,False,False
6762823456,4,3,1.75,1900,5520,0,0,3,7,1280,620,1982,0,122051,52.7849,-114.482,1330,5196,3,50,12.861001210669146,4.75,43,0.3442028985507246,False,False,False,False,False
6762823727,4,4,1.75,1500,11600,0,0,4,7,1000,500,1955,0,122058,52.9673,-114.431,1740,11600,2,65,12.847665971443902,5.75,70,0.12931034482758622,False,False,False,False,False
6762824138,4,3,2.0,1270,1320,0,0,3,8,1270,0,2006,0,122028,52.9237,-114.532,1370,1320,2,59,12.821125843418026,5.0,19,0.9621212121212122,False,False,False,True,False
6762824202,4,3,1.5,1410,9647,0,0,3,8,1410,0,1961,0,122050,52.9908,-114.551,2090,9272,2,78,12.814481318719762,4.5,64,0.14615942780138902,False,False,False,False,False
6762824247,4,3,1.5,1310,8160,0,0,3,7,1310,0,1950,0,122038,52.9591,-114.529,1090,7560,1,69,12.807655372286902,4.5,75,0.16053921568627452,False,False,False,False,False
6762824373,4,3,2.25,1640,14374,0,0,4,7,1140,500,1963,0,122060,52.6776,-114.522,2020,10500,2,70,12.799402253235032,5.25,62,0.11409489355781272,False,False,False,False,False
6762824403,4,4,2.0,2680,18768,0,0,5,8,2680,0,1965,0,122039,52.5482,-114.469,1230,15750,1,54,12.793862088206213,6.0,60,0.14279624893435636,False,False,False,False,False
6762824756,4,3,1.0,1350,7740,0,0,4,6,860,490,1947,0,122022,52.9398,-114.481,1130,7740,2,64,12.77422616877261,4.0,78,0.1744186046511628,False,False,False,False,False
6762825130,4,4,2.5,2331,3826,0,0,3,8,2331,0,2007,0,122046,52.6744,-114.372,2441,3826,2,65,12.75130259456002,6.5,18,0.6092524830109776,False,True,False,False,False
6762825131,4,3,1.0,1110,6250,0,0,3,7,1110,0,1956,0,122006,52.9277,-114.482,2010,6944,3,61,12.75130259456002,4.0,69,0.1776,False,False,False,False,False
6762825904,4,2,1.0,720,6687,0,0,3,6,720,0,1942,0,122007,52.9301,-114.552,840,6687,2,53,12.704879330347818,3.0,83,0.10767160161507403,False,False,False,False,False
6762825992,4,4,2.5,1890,12040,0,0,3,7,980,910,1980,0,122034,52.781,-114.546,1590,6954,1,78,12.691583538230217,6.5,45,0.1569767441860465,False,False,False,False,False
6762826596,4,3,1.0,1510,6083,0,0,4,6,860,650,1940,0,122006,52.9266,-114.514,1510,5712,2,73,12.65699220175776,4.0,85,0.2482327798783495,False,False,False,False,False
6762826630,4,4,2.0,1300,7054,0,0,3,7,1300,0,1950,2013,122052,52.7371,-114.559,1560,7100,1,64,12.650761671914688,6.0,75,0.18429259994329458,False,False,False,False,False
6762827348,4,3,2.25,1980,8000,0,0,4,9,1560,420,1974,0,122018,52.5449,-114.568,2360,8000,3,51,12.59473402514672,5.25,51,0.2475,False,False,False,False,False
6762827837,4,4,2.5,2000,5390,0,0,3,7,2000,0,2003,0,122035,52.6032,-114.319,2330,5390,3,73,12.556733038263905,6.5,22,0.37105751391465674,False,True,False,False,False
6762827916,4,3,1.75,1630,11800,0,0,4,7,1630,0,1971,0,122025,52.7163,-113.92,2090,57428,2,75,12.54254845357358,4.75,54,0.13813559322033897,False,False,False,False,False
6762828037,4,3,1.75,1580,8151,0,1,4,7,1100,480,1962,0,122043,52.5972,-114.502,1650,8151,3,79,12.5421912482017,4.75,63,0.1938412464728254,False,False,False,False,False
6762828331,4,3,2.5,1650,13816,0,0,3,7,1650,0,1998,0,122041,52.8853,-114.102,1650,15144,1,61,12.513561021741964,5.5,27,0.11942675159235669,False,True,False,False,False
6762829190,4,3,1.0,1050,6874,0,0,3,6,1050,0,1954,0,122038,52.992,-114.545,1500,8954,3,53,12.429220196836383,4.0,71,0.15274949083503056,False,False,False,False,False
6762829881,4,3,1.75,1490,8366,0,0,4,7,1010,480,1975,0,122035,52.605,-114.33,1490,7469,1,74,12.36308066783498,4.75,50,0.17810184078412622,False,False,False,False,False
6762830340,4,2,1.0,900,5160,0,0,3,6,900,0,1952,0,122034,52.755,-114.546,900,5160,2,68,12.296831574998258,3.0,73,0.1744186046511628,False,False,False,False,False
6762830360,4,3,1.75,1850,7684,0,0,3,8,1320,530,1979,0,122018,52.5275,-114.56,1940,7630,2,55,12.292254928916668,4.75,46,0.2407600208224883,False,False,False,False,False
6762830890,4,3,1.75,1690,7735,0,0,4,7,1060,630,1976,0,122039,52.5624,-114.47,1580,7503,2,52,12.190964083849375,4.75,49,0.2184873949579832,False,False,False,False,False
6762830971,4,3,1.5,800,8850,0,0,4,6,800,0,1959,0,122018,52.5566,-114.538,820,8775,2,50,12.160033942617156,4.5,66,0.0903954802259887,False,False,False,False,False
6762831182,4,3,1.0,1010,7034,0,0,3,7,1010,0,1954,0,122042,52.72,-114.41,1440,10994,1,50,12.07254696717504,4.0,71,0.1435882854705715,False,False,False,False,False
6762831495,4,3,1.5,1420,8580,0,0,3,6,1420,0,1962,0,122018,52.5376,-114.552,1200,8580,1,71,11.824087219587643,4.5,63,0.1655011655011655,False,False,False,False,False
6762831616,4,2,1.0,780,16344,0,0,1,5,780,0,1942,0,122056,52.7039,-114.47,1700,10387,2,51,11.264476926102367,3.0,83,0.04772393538913363,False,False,False,False,False
6762810052,5,7,4.5,6210,8856,0,2,5,11,4760,1450,1910,0,122061,52.8607,-114.544,2940,5400,1,64,14.978661680269907,11.5,115,0.7012195121951219,False,False,True,False,False
6762810519,5,5,4.5,4270,8076,0,0,3,11,3400,870,2007,0,122010,52.929,-114.396,4100,10631,2,72,14.240778946963175,9.5,18,0.528727092620109,False,True,False,False,False
6762810536,5,6,2.5,3560,6480,0,0,4,11,3560,0,1914,0,122047,52.857,-114.494,2780,6480,2,66,14.220976332738882,8.5,111,0.5493827160493827,False,False,True,False,False
6762810736,5,3,3.0,2960,5500,0,2,3,10,2440,520,1937,1990,122032,52.8656,-114.592,2960,5876,3,80,14.108180918195472,6.0,88,0.5381818181818182,False,True,False,False,False
6762811104,5,4,4.0,4460,103382,0,0,3,11,4460,0,2001,0,122045,52.864,-114.187,3470,88519,3,77,13.955273369904273,8.0,24,0.04314097231626395,False,True,False,False,False
6762811190,5,4,1.5,2310,13300,0,0,3,7,1890,420,1950,0,122048,52.8532,-114.4,2840,12744,2,61,13.919871474189012,5.5,75,0.1736842105263158,False,False,False,False,False
6762811389,5,4,3.5,3900,8391,0,0,3,10,3900,0,2006,0,122010,52.9279,-114.395,3820,12268,2,73,13.854732232655556,7.5,19,0.4647836968180193,False,True,False,False,False
6762811814,5,4,2.25,1890,5940,0,1,3,9,1470,420,1963,0,122047,52.8616,-114.493,2430,5940,1,62,13.753636218075409,6.25,62,0.3181818181818182,False,False,False,False,False
6762812054,5,5,3.75,4130,226076,0,0,3,9,3170,960,1985,0,122037,52.945,-114.255,4130,55321,3,55,13.710151153416941,8.75,40,0.01826819299704524,False,True,False,False,False
6762813091,5,4,2.0,2210,8556,0,1,4,8,1210,1000,1954,0,122032,52.8798,-114.586,2190,7975,1,65,13.585033935283272,6.0,71,0.25829827021972884,False,False,False,False,False
6762813283,5,3,2.0,2540,7200,0,3,4,8,1600,940,1905,0,122054,52.8272,-114.482,2040,5900,2,72,13.560619598657233,5.0,120,0.3527777777777778,True,False,False,False,False
6762813540,5,4,2.75,2410,9549,0,0,4,7,1780,630,1956,0,122010,52.8803,-114.387,2090,9549,2,63,13.538439983884853,6.75,69,0.2523824484239187,False,False,False,False,False
6762813601,5,3,2.75,2520,23790,0,0,4,7,1360,1160,1946,0,122003,52.8752,-114.563,1800,5036,2,80,13.527829818844937,5.75,79,0.10592686002522068,False,False,False,False,False
6762813688,5,4,2.75,2600,6050,0,0,5,8,1960,640,1949,0,122009,52.7956,-114.59,1990,6050,2,78,13.527763150044844,6.75,76,0.4297520661157025,False,True,False,False,False
6762814292,5,4,2.5,2650,4316,0,0,3,8,1520,1130,1905,2013,122009,52.8166,-114.579,1690,5625,3,53,13.465954500233115,6.5,120,0.6139944392956441,True,False,False,False,False
6762814540,5,3,2.0,1760,6428,0,0,4,7,980,780,1942,0,122032,52.8688,-114.587,1760,6004,3,74,13.444448325847754,5.0,83,0.2738021157436217,False,False,False,False,False
6762814789,5,3,1.75,1680,10500,0,0,4,8,1680,0,1959,0,122049,52.8398,-114.359,2250,10400,2,70,13.42246945133505,4.75,66,0.16,False,False,False,False,False
6762814790,5,4,4.0,3680,18804,0,0,3,10,3680,0,1990,0,122019,52.8493,-114.204,3200,15954,2,79,13.42246945133505,8.0,35,0.19570304190597745,False,True,False,False,False
6762815215,5,3,2.5,3240,108366,0,0,4,10,3240,0,1991,0,122035,52.557,-114.284,2090,108366,2,71,13.386266457287837,5.5,34,0.02989867670671613,False,True,False,False,False
6762815462,5,3,3.0,2270,5175,0,0,3,9,2130,140,2002,0,122053,52.746,-114.393,2850,5661,1,62,13.369225017834633,6.0,23,0.4386473429951691,False,True,False,False,False
6762815655,5,3,2.5,2680,327135,0,0,3,8,2680,0,1995,0,122062,52.6083,-114.193,2020,60080,1,55,13.353476685668044,5.5,30,0.00819233649716478,False,True,False,False,False
6762815656,5,2,2.25,2550,5663,0,0,3,10,1720,830,2011,0,122053,52.7604,-114.392,2560,3828,3,80,13.353476685668044,4.25,14,0.4502913650008829,False,False,False,False,False
6762815957,5,3,2.5,2030,6500,0,0,3,8,2030,0,1988,0,122012,52.7954,-114.282,2030,8485,1,66,13.334374795812337,5.5,37,0.3123076923076923,False,True,False,False,False
6762816079,5,3,3.0,1680,1570,0,0,3,8,1680,0,2014,0,122028,52.8872,-114.536,1640,4800,3,62,13.322772038538483,6.0,11,1.070063694267516,False,False,False,True,False
6762816276,5,3,2.5,2460,108900,0,0,4,9,1860,600,1977,0,122012,52.7124,-114.19,2870,102366,1,55,13.304686600863562,5.5,48,0.022589531680440773,False,False,False,False,False
6762816384,5,9,4.5,3830,6988,0,0,3,7,2450,1380,1938,0,122028,52.9227,-114.528,1460,6291,1,62,13.304684934198283,13.5,87,0.5480824270177447,False,False,True,False,False
